2021-12-10 09:50:50.588305	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&assay_slims=DNA+accessibility&assay_title=DNase-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&files.platform.term_name=Illumina+HiSeq+4000&files.run_type=paired-ended&replicates.library.nucleic_acid_term_name=DNA&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR428ZCP/	ENCSR428ZCP	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE169951		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF946JWA/,/files/ENCFF501SEO/,/files/ENCFF541WLR/,/files/ENCFF473ONV/,/files/ENCFF807LFY/,/files/ENCFF570HUC/,/files/ENCFF583VEU/,/files/ENCFF183INF/,/files/ENCFF654DNY/,/files/ENCFF700ZWX/,/files/ENCFF446JDN/,/files/ENCFF132CVO/,/files/ENCFF659RLK/,/files/ENCFF625VNE/,/files/ENCFF222KIK/,/files/ENCFF973OZS/,/files/ENCFF866SBB/,/files/ENCFF367PTQ/	/disease-series/ENCSR927NIT/	ENCBS602VFI	1	1		Homo sapiens	adult	90 or above years												/replicates/cb72a7e1-e243-4b56-baba-cc381bce51b2/				
/experiments/ENCSR558SUT/	ENCSR558SUT	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue male adult (82 years)	head of caudate nucleus	GEO:GSE170678		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF500HBL/,/files/ENCFF974FKI/,/files/ENCFF059ZYC/,/files/ENCFF429UHN/,/files/ENCFF884RLT/,/files/ENCFF434ZTO/,/files/ENCFF218YQT/,/files/ENCFF076GYZ/,/files/ENCFF630CUO/,/files/ENCFF406DHI/,/files/ENCFF163TLJ/,/files/ENCFF878UUI/,/files/ENCFF151TWG/,/files/ENCFF326IVD/,/files/ENCFF324OVP/,/files/ENCFF897NQV/	/disease-series/ENCSR418LUI/	ENCBS878YQJ	1	1		Homo sapiens	adult	82 years												/replicates/db4f4c87-cb5d-4919-9232-b9e9d0e91182/				
/experiments/ENCSR122NRV/	ENCSR122NRV	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue female adult (78 years)	head of caudate nucleus	GEO:GSE170367		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF300JND/,/files/ENCFF921TAH/,/files/ENCFF296AKK/,/files/ENCFF688VZW/,/files/ENCFF033ESQ/,/files/ENCFF590ZFQ/,/files/ENCFF088LDH/,/files/ENCFF593VRV/,/files/ENCFF436OUJ/,/files/ENCFF765OWP/,/files/ENCFF467RKX/,/files/ENCFF939OHO/,/files/ENCFF872VMB/,/files/ENCFF468LHX/,/files/ENCFF825JOD/,/files/ENCFF546GRF/	/disease-series/ENCSR191IRX/	ENCBS082XZQ	1	1		Homo sapiens	adult	78 years												/replicates/31de37fe-3748-4325-a58a-eae2954ae2f8/				
/experiments/ENCSR305WAA/	ENCSR305WAA	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170288		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF214REE/,/files/ENCFF274ZAH/,/files/ENCFF554JRB/,/files/ENCFF268GEU/,/files/ENCFF985ZCE/,/files/ENCFF063JIE/,/files/ENCFF566ITP/,/files/ENCFF067YCE/,/files/ENCFF315HVS/,/files/ENCFF607XYU/,/files/ENCFF034FHR/,/files/ENCFF507KIB/,/files/ENCFF172WCN/,/files/ENCFF714UFP/,/files/ENCFF059QVM/,/files/ENCFF026ACE/	/disease-series/ENCSR080BML/	ENCBS475EJG	1	1		Homo sapiens	adult	90 or above years												/replicates/75b8f69c-fe05-4704-af40-5a945ef52cd3/				
/experiments/ENCSR722HJG/	ENCSR722HJG	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue female adult (82 years)	head of caudate nucleus	GEO:GSE169880		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF840GQU/,/files/ENCFF497BSP/,/files/ENCFF803ZKB/,/files/ENCFF619KXZ/,/files/ENCFF312AFJ/,/files/ENCFF856VCC/,/files/ENCFF956CFT/,/files/ENCFF300DZY/,/files/ENCFF022TLX/,/files/ENCFF009FHF/,/files/ENCFF981TWC/,/files/ENCFF677OAQ/,/files/ENCFF417OGW/,/files/ENCFF812WBM/,/files/ENCFF981DOF/,/files/ENCFF284UMM/	/disease-series/ENCSR573BLE/	ENCBS749EKF	1	1		Homo sapiens	adult	82 years												/replicates/073c0797-64d4-4f6e-84a0-cda354b87571/				
/experiments/ENCSR904LMG/	ENCSR904LMG	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; middle frontal area 46 tissue male adult (87 years)	middle frontal area 46	GEO:GSE170573		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF665VBZ/,/files/ENCFF890DGA/,/files/ENCFF304TGX/,/files/ENCFF345LGQ/,/files/ENCFF874DIM/,/files/ENCFF751IQQ/,/files/ENCFF980WND/,/files/ENCFF577DIL/,/files/ENCFF418MOB/,/files/ENCFF037WUS/,/files/ENCFF750GSJ/,/files/ENCFF760TYQ/,/files/ENCFF985CXZ/,/files/ENCFF831FJX/,/files/ENCFF239HKW/,/files/ENCFF711MLH/,/files/ENCFF855CLY/,/files/ENCFF517ZYZ/	/disease-series/ENCSR972RJG/	ENCBS823YDG	1	1		Homo sapiens	adult	87 years												/replicates/471a8ff8-cfa2-4624-817a-586af84f1e7e/				
/experiments/ENCSR572HUG/	ENCSR572HUG	DNase-seq	DNase-seq				Homo sapiens activated CD8-positive, naive alpha-beta T cell male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours	activated CD8-positive, naive alpha-beta T cell			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF841SSA/,/files/ENCFF560VHU/,/files/ENCFF923FYC/,/files/ENCFF149LEG/,/files/ENCFF260QPA/,/files/ENCFF707PGX/,/files/ENCFF725TWJ/,/files/ENCFF659JOC/,/files/ENCFF619NYI/,/files/ENCFF780OYV/,/files/ENCFF840RIO/,/files/ENCFF927MZS/,/files/ENCFF910VNG/,/files/ENCFF249LZD/,/files/ENCFF809IED/,/files/ENCFF727GIC/		ENCBS718TWO	1	1		Homo sapiens	adult	42 years	anti-CD3 and anti-CD28 coated beads,Interleukin-2	UniProtKB:P60568	50	U/mL	24	hour						/replicates/27bb3a75-46ad-4310-bd3a-e8a65172462b/				
/experiments/ENCSR846VGZ/	ENCSR846VGZ	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170296		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF792OPG/,/files/ENCFF846ERW/,/files/ENCFF378PTX/,/files/ENCFF964XLS/,/files/ENCFF160IDI/,/files/ENCFF181LPZ/,/files/ENCFF129OBE/,/files/ENCFF072XHP/,/files/ENCFF871CIB/,/files/ENCFF319VBI/,/files/ENCFF002HCF/,/files/ENCFF729ESJ/,/files/ENCFF183VPL/,/files/ENCFF298JEG/,/files/ENCFF024AAS/,/files/ENCFF641WFO/,/files/ENCFF293YDF/,/files/ENCFF319VYE/	/disease-series/ENCSR295ADC/	ENCBS670FXV	1	1		Homo sapiens	adult	90 or above years												/replicates/5430a2cb-85ea-425e-b3bd-a445145f8d1f/				
/experiments/ENCSR896LMT/	ENCSR896LMT	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170538		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF816AJR/,/files/ENCFF401FXN/,/files/ENCFF992JUD/,/files/ENCFF682LCQ/,/files/ENCFF823JWZ/,/files/ENCFF242VNV/,/files/ENCFF614ZHS/,/files/ENCFF532QVV/,/files/ENCFF833QXW/,/files/ENCFF338NXN/,/files/ENCFF287NMY/,/files/ENCFF983WAP/,/files/ENCFF180PFR/,/files/ENCFF530DFL/,/files/ENCFF034LSE/,/files/ENCFF934NBF/	/disease-series/ENCSR970PLB/	ENCBS411IUD	1	1		Homo sapiens	adult	90 or above years												/replicates/1e82df90-d537-4415-8248-2fd03a2ba608/				
/experiments/ENCSR879XUH/	ENCSR879XUH	DNase-seq	DNase-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE170469		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF590WSJ/,/files/ENCFF748EQA/,/files/ENCFF520OEY/,/files/ENCFF081JFL/,/files/ENCFF236IUX/,/files/ENCFF784LZY/,/files/ENCFF739WTP/,/files/ENCFF185AJQ/,/files/ENCFF003IYO/,/files/ENCFF066MUO/,/files/ENCFF502IOV/,/files/ENCFF787WUN/,/files/ENCFF695XEZ/,/files/ENCFF769PZB/,/files/ENCFF258AWM/,/files/ENCFF837HYO/	/disease-series/ENCSR268QJC/	ENCBS005EPJ	1	1		Homo sapiens	adult	90 or above years												/replicates/2f2d0128-e0ea-4d77-816a-14a129bdb617/				
/experiments/ENCSR496PSH/	ENCSR496PSH	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170311		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF151EKK/,/files/ENCFF618HHF/,/files/ENCFF311YIS/,/files/ENCFF475PFS/,/files/ENCFF915PUY/,/files/ENCFF407CBJ/,/files/ENCFF448NKH/,/files/ENCFF524GGV/,/files/ENCFF075HJP/,/files/ENCFF168PTA/,/files/ENCFF925WLY/,/files/ENCFF294HEE/,/files/ENCFF109HOA/,/files/ENCFF357OOA/,/files/ENCFF583WMJ/,/files/ENCFF608UXV/,/files/ENCFF881QPQ/,/files/ENCFF939TZQ/	/disease-series/ENCSR580PIT/	ENCBS988HMA	1	1		Homo sapiens	adult	90 or above years												/replicates/365ad7b8-7a77-40f3-ae25-353c32ed5448/				
/experiments/ENCSR770JCP/	ENCSR770JCP	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (75 years)	posterior cingulate gyrus	GEO:GSE170034		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF094UXE/,/files/ENCFF140NJJ/,/files/ENCFF978WLS/,/files/ENCFF555ZUO/,/files/ENCFF668VHD/,/files/ENCFF450YNQ/,/files/ENCFF198PTT/,/files/ENCFF536FMW/,/files/ENCFF442XOT/,/files/ENCFF407IVA/,/files/ENCFF457UME/,/files/ENCFF078QUD/,/files/ENCFF211HMH/,/files/ENCFF936JLT/,/files/ENCFF845EFQ/,/files/ENCFF852ZQP/,/files/ENCFF514GFX/,/files/ENCFF367WWZ/	/disease-series/ENCSR658LPK/	ENCBS311SUX	1	1		Homo sapiens	adult	75 years												/replicates/798848f0-8d3f-4911-8738-1e56ce603533/				
/experiments/ENCSR195GUK/	ENCSR195GUK	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue male adult (82 years)	posterior cingulate gyrus	GEO:GSE170697		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF374NIJ/,/files/ENCFF390NUJ/,/files/ENCFF555JQX/,/files/ENCFF032YLK/,/files/ENCFF260MIE/,/files/ENCFF498QYR/,/files/ENCFF403DQV/,/files/ENCFF057BVS/,/files/ENCFF720PPE/,/files/ENCFF091IVT/,/files/ENCFF023FME/,/files/ENCFF619YMT/,/files/ENCFF124QYD/,/files/ENCFF731ALA/,/files/ENCFF092MVE/,/files/ENCFF287RNZ/	/disease-series/ENCSR418LUI/	ENCBS413XRZ	1	1		Homo sapiens	adult	82 years												/replicates/c728a7bc-0293-4a7c-bd1f-38b6fcfbd7fe/				
/experiments/ENCSR638PZJ/	ENCSR638PZJ	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170919		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF986WQW/,/files/ENCFF778EOW/,/files/ENCFF224OUJ/,/files/ENCFF066LJN/,/files/ENCFF027QIY/,/files/ENCFF413NOX/,/files/ENCFF973WNA/,/files/ENCFF736NVT/,/files/ENCFF183XMN/,/files/ENCFF785JJQ/,/files/ENCFF364DFC/,/files/ENCFF634HGK/,/files/ENCFF915OGF/,/files/ENCFF464RCQ/,/files/ENCFF112IWX/,/files/ENCFF299XXO/	/disease-series/ENCSR387BFD/	ENCBS635OSE	1	1		Homo sapiens	adult	90 or above years												/replicates/3b8f9018-296e-4cab-b6db-f3614b6e6051/				
/experiments/ENCSR887VUC/	ENCSR887VUC	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; posterior cingulate gyrus tissue male adult (73 years)	posterior cingulate gyrus	GEO:GSE170505		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF560WFW/,/files/ENCFF927JEG/,/files/ENCFF489SQO/,/files/ENCFF292NBE/,/files/ENCFF152LDT/,/files/ENCFF741DRJ/,/files/ENCFF048PZN/,/files/ENCFF452ZFZ/,/files/ENCFF021TLD/,/files/ENCFF225BIE/,/files/ENCFF064UMU/,/files/ENCFF626NLI/,/files/ENCFF316AYL/,/files/ENCFF174FXT/,/files/ENCFF061QQM/,/files/ENCFF646HAI/	/disease-series/ENCSR532ILO/	ENCBS571IQG	1	1		Homo sapiens	adult	73 years												/replicates/c4c6314e-f25a-4eb1-8090-a17d0aae957f/				
/experiments/ENCSR555DLG/	ENCSR555DLG	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease; posterior cingulate gyrus tissue male adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170661		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF948ITI/,/files/ENCFF318YJY/,/files/ENCFF057GJU/,/files/ENCFF804TNV/,/files/ENCFF304SII/,/files/ENCFF960LMQ/,/files/ENCFF350LWH/,/files/ENCFF721MUX/,/files/ENCFF132GVA/,/files/ENCFF217IXM/,/files/ENCFF408PXH/,/files/ENCFF994EWZ/,/files/ENCFF642CVS/,/files/ENCFF638KGG/,/files/ENCFF973CXQ/,/files/ENCFF254AUY/	/disease-series/ENCSR547CFO/	ENCBS371IWM	1	1		Homo sapiens	adult	90 or above years												/replicates/76b13fc9-e052-4a16-81f2-ec33b7967072/				
/experiments/ENCSR516RTV/	ENCSR516RTV	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170438		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF407OKN/,/files/ENCFF997DNZ/,/files/ENCFF032URK/,/files/ENCFF980LLI/,/files/ENCFF426CKX/,/files/ENCFF872OWP/,/files/ENCFF695YHT/,/files/ENCFF902XWO/,/files/ENCFF573DDB/,/files/ENCFF717PYM/,/files/ENCFF196CBF/,/files/ENCFF752PPV/,/files/ENCFF915BNW/,/files/ENCFF221IWR/,/files/ENCFF135RIW/,/files/ENCFF080HUV/	/disease-series/ENCSR186NTN/	ENCBS822TVN	1	1		Homo sapiens	adult	90 or above years												/replicates/86878a44-9818-4323-83a4-d1a95b03d98e/				
/experiments/ENCSR785MXI/	ENCSR785MXI	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE170086		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF923ZPO/,/files/ENCFF847EGC/,/files/ENCFF509WZE/,/files/ENCFF906XDO/,/files/ENCFF899FOU/,/files/ENCFF373JVI/,/files/ENCFF865REX/,/files/ENCFF806OFA/,/files/ENCFF814NVG/,/files/ENCFF565VPX/,/files/ENCFF381SII/,/files/ENCFF686OEZ/,/files/ENCFF768TVU/,/files/ENCFF863YIN/,/files/ENCFF910ATF/,/files/ENCFF922PAB/	/disease-series/ENCSR702UNK/	ENCBS384HTH	1	1		Homo sapiens	adult	88 years												/replicates/4c724921-0954-4868-9c9c-1a07a44919dd/				
/experiments/ENCSR083HYP/	ENCSR083HYP	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170184		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF347TOL/,/files/ENCFF670PFC/,/files/ENCFF335IDA/,/files/ENCFF603PNQ/,/files/ENCFF655QXW/,/files/ENCFF764WPR/,/files/ENCFF854UOQ/,/files/ENCFF077JEO/,/files/ENCFF191TEF/,/files/ENCFF248BBX/,/files/ENCFF713MFZ/,/files/ENCFF445TIL/,/files/ENCFF426GNS/,/files/ENCFF559KQP/,/files/ENCFF464ATY/,/files/ENCFF100PPB/	/disease-series/ENCSR268QJC/	ENCBS902WKK	1	1		Homo sapiens	adult	90 or above years												/replicates/b4a7381d-6d45-4ef8-9f49-167c60cb7291/				
